iso,year,sector,carbon_pricing,length_sequence
CHL,1970.0,general,0.0,0.0
CHL,1970.0,transport,0.0,0.0
CHL,1970.0,buildings,0.0,0.0
CHL,1970.0,industry,0.0,0.0
CHL,1970.0,afolu,0.0,0.0
CHL,1971.0,electricity_and_heat_production,0.0,0.0
CHL,1971.0,general,0.0,0.0
CHL,1971.0,transport,0.0,0.0
CHL,1971.0,buildings,0.0,0.0
CHL,1971.0,industry,0.0,0.0
CHL,1971.0,afolu,0.0,0.0
CHL,1974.0,electricity_and_heat_production,0.0,0.0
CHL,1974.0,general,0.0,0.0
CHL,1974.0,transport,0.0,0.0
CHL,1974.0,buildings,0.0,0.0
CHL,1974.0,industry,0.0,0.0
CHL,1974.0,afolu,0.0,0.0
CHL,1975.0,electricity_and_heat_production,0.0,0.0
CHL,1975.0,general,0.0,0.0
CHL,1975.0,transport,0.0,0.0
CHL,1975.0,buildings,0.0,0.0
CHL,1975.0,industry,0.0,0.0
CHL,1975.0,afolu,0.0,0.0
CHL,1976.0,electricity_and_heat_production,0.0,0.0
CHL,1976.0,general,0.0,0.0
CHL,1976.0,transport,0.0,0.0
CHL,1976.0,buildings,0.0,0.0
CHL,1976.0,industry,0.0,0.0
CHL,1976.0,afolu,0.0,0.0
CHL,1977.0,electricity_and_heat_production,0.0,0.0
CHL,1977.0,general,0.0,0.0
CHL,1977.0,transport,0.0,0.0
CHL,1977.0,buildings,0.0,0.0
CHL,1977.0,industry,0.0,0.0
CHL,1977.0,afolu,0.0,0.0
CHL,1978.0,electricity_and_heat_production,0.0,0.0
CHL,1978.0,general,0.0,0.0
CHL,1978.0,transport,0.0,0.0
CHL,1978.0,buildings,0.0,0.0
CHL,1978.0,industry,0.0,0.0
CHL,1978.0,afolu,0.0,0.0
CHL,1979.0,electricity_and_heat_production,0.0,0.0
CHL,1979.0,general,0.0,0.0
CHL,1979.0,transport,0.0,0.0
CHL,1979.0,buildings,0.0,0.0
CHL,1979.0,industry,0.0,0.0
CHL,1979.0,afolu,0.0,0.0
CHL,1980.0,electricity_and_heat_production,0.0,0.0
CHL,1980.0,general,0.0,0.0
CHL,1980.0,transport,0.0,0.0
CHL,1980.0,buildings,0.0,0.0
CHL,1980.0,industry,0.0,0.0
CHL,1980.0,afolu,0.0,0.0
CHL,1981.0,electricity_and_heat_production,0.0,0.0
CHL,1981.0,general,0.0,0.0
CHL,1981.0,transport,0.0,0.0
CHL,1981.0,buildings,0.0,0.0
CHL,1981.0,industry,0.0,0.0
CHL,1981.0,afolu,0.0,0.0
CHL,1982.0,electricity_and_heat_production,0.0,0.0
CHL,1982.0,general,0.0,0.0
CHL,1982.0,transport,0.0,0.0
CHL,1982.0,buildings,0.0,0.0
CHL,1982.0,industry,0.0,0.0
CHL,1982.0,afolu,0.0,0.0
CHL,1983.0,electricity_and_heat_production,0.0,0.0
CHL,1983.0,general,0.0,0.0
CHL,1983.0,transport,0.0,0.0
CHL,1983.0,buildings,0.0,0.0
CHL,1983.0,industry,0.0,0.0
CHL,1983.0,afolu,0.0,0.0
CHL,1984.0,electricity_and_heat_production,0.0,0.0
CHL,1984.0,general,0.0,0.0
CHL,1984.0,transport,0.0,0.0
CHL,1984.0,buildings,0.0,0.0
CHL,1984.0,industry,0.0,0.0
CHL,1984.0,afolu,0.0,0.0
CHL,1985.0,electricity_and_heat_production,0.0,0.0
CHL,1985.0,general,0.0,0.0
CHL,1985.0,transport,0.0,0.0
CHL,1985.0,buildings,0.0,0.0
CHL,1985.0,industry,0.0,0.0
CHL,1985.0,afolu,0.0,0.0
CHL,1986.0,electricity_and_heat_production,0.0,0.0
CHL,1986.0,general,0.0,0.0
CHL,1986.0,transport,0.0,0.0
CHL,1986.0,buildings,0.0,0.0
CHL,1986.0,industry,0.0,0.0
CHL,1986.0,afolu,0.0,0.0
CHL,1987.0,electricity_and_heat_production,0.0,0.0
CHL,1987.0,general,0.0,0.0
CHL,1987.0,transport,0.0,0.0
CHL,1987.0,buildings,0.0,0.0
CHL,1987.0,industry,0.0,0.0
CHL,1987.0,afolu,0.0,0.0
CHL,1988.0,electricity_and_heat_production,0.0,0.0
CHL,1988.0,general,0.0,0.0
CHL,1988.0,transport,0.0,0.0
CHL,1988.0,buildings,0.0,0.0
CHL,1988.0,industry,0.0,0.0
CHL,1988.0,afolu,0.0,0.0
CHL,1989.0,electricity_and_heat_production,0.0,0.0
CHL,1989.0,general,0.0,0.0
CHL,1989.0,transport,0.0,0.0
CHL,1989.0,buildings,0.0,0.0
CHL,1989.0,industry,0.0,0.0
CHL,1989.0,afolu,0.0,0.0
CHL,1990.0,electricity_and_heat_production,0.0,0.0
CHL,1990.0,general,0.0,0.0
CHL,1990.0,transport,0.0,0.0
CHL,1990.0,buildings,0.0,0.0
CHL,1990.0,industry,0.0,0.0
CHL,1990.0,afolu,0.0,0.0
CHL,1991.0,electricity_and_heat_production,0.0,0.0
CHL,1991.0,general,0.0,0.0
CHL,1991.0,transport,0.0,0.0
CHL,1991.0,buildings,0.0,0.0
CHL,1991.0,industry,0.0,0.0
CHL,1991.0,afolu,0.0,0.0
CHL,1992.0,electricity_and_heat_production,0.0,0.0
CHL,1992.0,general,0.0,0.0
CHL,1992.0,transport,0.0,0.0
CHL,1992.0,buildings,0.0,0.0
CHL,1992.0,industry,0.0,0.0
CHL,1992.0,afolu,0.0,0.0
CHL,1993.0,electricity_and_heat_production,0.0,0.0
CHL,1993.0,general,0.0,0.0
CHL,1993.0,transport,0.0,0.0
CHL,1993.0,buildings,0.0,0.0
CHL,1993.0,industry,0.0,0.0
CHL,1993.0,afolu,0.0,0.0
CHL,1994.0,electricity_and_heat_production,0.0,0.0
CHL,1994.0,general,0.0,0.0
CHL,1994.0,transport,0.0,0.0
CHL,1994.0,buildings,0.0,0.0
CHL,1994.0,industry,0.0,0.0
CHL,1994.0,afolu,0.0,0.0
CHL,1995.0,electricity_and_heat_production,0.0,0.0
CHL,1995.0,general,0.0,0.0
CHL,1995.0,transport,0.0,0.0
CHL,1995.0,buildings,0.0,0.0
CHL,1995.0,industry,0.0,0.0
CHL,1995.0,afolu,0.0,0.0
CHL,1996.0,electricity_and_heat_production,0.0,0.0
CHL,1996.0,general,0.0,0.0
CHL,1996.0,transport,0.0,0.0
CHL,1996.0,buildings,0.0,0.0
CHL,1996.0,industry,0.0,0.0
CHL,1996.0,afolu,0.0,0.0
CHL,1997.0,electricity_and_heat_production,0.0,0.0
CHL,1997.0,general,0.0,0.0
CHL,1997.0,transport,0.0,0.0
CHL,1997.0,buildings,0.0,0.0
CHL,1997.0,industry,0.0,0.0
CHL,1997.0,afolu,0.0,0.0
CHL,1998.0,electricity_and_heat_production,0.0,0.0
CHL,1998.0,general,0.0,0.0
CHL,1998.0,transport,0.0,0.0
CHL,1998.0,buildings,0.0,0.0
CHL,1998.0,industry,0.0,0.0
CHL,1998.0,afolu,0.0,0.0
CHL,1999.0,electricity_and_heat_production,0.0,0.0
CHL,1999.0,general,0.0,0.0
CHL,1999.0,transport,0.0,0.0
CHL,1999.0,buildings,0.0,0.0
CHL,1999.0,industry,0.0,0.0
CHL,1999.0,afolu,0.0,0.0
CHL,2000.0,electricity_and_heat_production,0.0,0.0
CHL,2000.0,general,0.0,0.0
CHL,2000.0,transport,0.0,0.0
CHL,2000.0,buildings,0.0,0.0
CHL,2000.0,industry,0.0,0.0
CHL,2000.0,afolu,0.0,0.0
CHL,2001.0,electricity_and_heat_production,0.0,0.0
CHL,2001.0,general,0.0,0.0
CHL,2001.0,transport,0.0,0.0
CHL,2001.0,buildings,0.0,0.0
CHL,2001.0,industry,0.0,0.0
CHL,2001.0,afolu,0.0,0.0
CHL,2002.0,electricity_and_heat_production,0.0,0.0
CHL,2002.0,general,0.0,0.0
CHL,2002.0,transport,0.0,0.0
CHL,2002.0,buildings,0.0,0.0
CHL,2002.0,industry,0.0,0.0
CHL,2002.0,afolu,0.0,0.0
CHL,2003.0,electricity_and_heat_production,0.0,0.0
CHL,2003.0,general,0.0,0.0
CHL,2003.0,transport,0.0,0.0
CHL,2003.0,buildings,0.0,0.0
CHL,2003.0,industry,0.0,0.0
CHL,2003.0,afolu,0.0,0.0
CHL,2004.0,electricity_and_heat_production,0.0,0.0
CHL,2004.0,general,0.0,0.0
CHL,2004.0,transport,0.0,0.0
CHL,2004.0,buildings,0.0,0.0
CHL,2004.0,industry,0.0,0.0
CHL,2004.0,afolu,0.0,0.0
CHL,2005.0,electricity_and_heat_production,0.0,0.0
CHL,2005.0,general,0.0,0.0
CHL,2005.0,transport,0.0,0.0
CHL,2005.0,buildings,0.0,2.0
CHL,2005.0,industry,0.0,2.0
CHL,2005.0,afolu,0.0,0.0
CHL,2006.0,electricity_and_heat_production,0.0,0.0
CHL,2006.0,general,0.0,1.0
CHL,2006.0,transport,0.0,0.0
CHL,2006.0,buildings,0.0,2.0
CHL,2006.0,industry,0.0,2.0
CHL,2006.0,afolu,0.0,0.0
CHL,2007.0,electricity_and_heat_production,0.0,0.0
CHL,2007.0,general,0.0,1.0
CHL,2007.0,transport,0.0,0.0
CHL,2007.0,buildings,0.0,2.0
CHL,2007.0,industry,0.0,2.0
CHL,2007.0,afolu,0.0,0.0
CHL,2008.0,electricity_and_heat_production,0.0,1.0
CHL,2008.0,general,0.0,1.0
CHL,2008.0,transport,0.0,0.0
CHL,2008.0,buildings,0.0,2.0
CHL,2008.0,industry,0.0,2.0
CHL,2008.0,afolu,0.0,5.0
CHL,2009.0,electricity_and_heat_production,0.0,1.0
CHL,2009.0,general,0.0,1.0
CHL,2009.0,transport,0.0,0.0
CHL,2009.0,buildings,0.0,2.0
CHL,2009.0,industry,0.0,2.0
CHL,2009.0,afolu,0.0,5.0
CHL,2010.0,electricity_and_heat_production,0.0,1.0
CHL,2010.0,general,0.0,1.0
CHL,2010.0,transport,0.0,0.0
CHL,2010.0,buildings,0.0,2.0
CHL,2010.0,industry,0.0,2.0
CHL,2010.0,afolu,0.0,5.0
CHL,2011.0,electricity_and_heat_production,0.0,1.0
CHL,2011.0,general,0.0,1.0
CHL,2011.0,transport,0.0,0.0
CHL,2011.0,buildings,0.0,2.0
CHL,2011.0,industry,0.0,2.0
CHL,2011.0,afolu,0.0,5.0
CHL,2012.0,electricity_and_heat_production,0.0,1.0
CHL,2012.0,general,0.0,1.0
CHL,2012.0,transport,0.0,0.0
CHL,2012.0,buildings,0.0,2.0
CHL,2012.0,industry,0.0,2.0
CHL,2012.0,afolu,0.0,5.0
CHL,2013.0,electricity_and_heat_production,0.0,1.0
CHL,2013.0,general,0.0,1.0
CHL,2013.0,transport,0.0,0.0
CHL,2013.0,buildings,0.0,3.0
CHL,2013.0,industry,0.0,2.0
CHL,2013.0,afolu,0.0,5.0
CHL,2014.0,electricity_and_heat_production,0.0,3.0
CHL,2014.0,general,0.0,1.0
CHL,2014.0,transport,0.0,0.0
CHL,2014.0,buildings,0.0,3.0
CHL,2014.0,industry,1.0,2.0
CHL,2014.0,afolu,0.0,5.0
CHL,2015.0,electricity_and_heat_production,0.0,3.0
CHL,2015.0,general,0.0,1.0
CHL,2015.0,transport,0.0,0.0
CHL,2015.0,buildings,0.0,3.0
CHL,2015.0,industry,1.0,2.0
CHL,2015.0,afolu,0.0,5.0
CHL,2016.0,electricity_and_heat_production,0.0,3.0
CHL,2016.0,general,0.0,1.0
CHL,2016.0,transport,0.0,0.0
CHL,2016.0,buildings,0.0,3.0
CHL,2016.0,industry,1.0,2.0
CHL,2016.0,afolu,0.0,5.0
CHL,2017.0,electricity_and_heat_production,0.0,5.0
CHL,2017.0,general,0.0,1.0
CHL,2017.0,transport,0.0,5.0
CHL,2017.0,buildings,0.0,3.0
CHL,2017.0,industry,1.0,3.0
CHL,2017.0,afolu,0.0,6.0
CHL,2018.0,electricity_and_heat_production,0.0,5.0
CHL,2018.0,general,0.0,1.0
CHL,2018.0,transport,0.0,5.0
CHL,2018.0,buildings,0.0,3.0
CHL,2018.0,industry,1.0,3.0
CHL,2018.0,afolu,0.0,6.0
CHL,2019.0,electricity_and_heat_production,0.0,5.0
CHL,2019.0,general,0.0,1.0
CHL,2019.0,transport,0.0,5.0
CHL,2019.0,buildings,0.0,3.0
CHL,2019.0,industry,1.0,3.0
CHL,2019.0,afolu,0.0,6.0
CHL,2020.0,electricity_and_heat_production,0.0,5.0
CHL,2020.0,general,0.0,1.0
CHL,2020.0,transport,0.0,5.0
CHL,2020.0,buildings,0.0,3.0
CHL,2020.0,industry,1.0,3.0
CHL,2020.0,afolu,0.0,6.0
CHL,2021.0,electricity_and_heat_production,0.0,5.0
CHL,2021.0,general,0.0,1.0
CHL,2021.0,transport,0.0,5.0
CHL,2021.0,buildings,0.0,3.0
CHL,2021.0,industry,1.0,3.0
CHL,2021.0,afolu,0.0,6.0
CHN,1927.0,electricity_and_heat_production,0.0,0.0
CHN,1927.0,general,0.0,0.0
CHN,1927.0,transport,0.0,0.0
CHN,1927.0,buildings,0.0,0.0
CHN,1927.0,industry,0.0,0.0
CHN,1927.0,afolu,0.0,0.0
CHN,1941.0,electricity_and_heat_production,0.0,0.0
CHN,1941.0,general,0.0,0.0
CHN,1941.0,transport,0.0,0.0
CHN,1941.0,buildings,0.0,0.0
CHN,1941.0,industry,0.0,0.0
CHN,1941.0,afolu,0.0,0.0
CHN,1944.0,electricity_and_heat_production,0.0,0.0
CHN,1944.0,general,0.0,0.0
CHN,1944.0,transport,0.0,0.0
CHN,1944.0,buildings,0.0,0.0
CHN,1944.0,industry,0.0,0.0
CHN,1944.0,afolu,0.0,0.0
CHN,1954.0,electricity_and_heat_production,0.0,0.0
CHN,1954.0,general,0.0,0.0
CHN,1954.0,transport,0.0,0.0
CHN,1954.0,buildings,0.0,0.0
CHN,1954.0,industry,0.0,0.0
CHN,1954.0,afolu,0.0,0.0
CHN,1956.0,electricity_and_heat_production,0.0,0.0
CHN,1956.0,general,0.0,0.0
CHN,1956.0,transport,0.0,0.0
CHN,1956.0,buildings,0.0,0.0
CHN,1956.0,industry,0.0,0.0
CHN,1956.0,afolu,0.0,0.0
CHN,1964.0,electricity_and_heat_production,0.0,0.0
CHN,1964.0,general,0.0,0.0
CHN,1964.0,transport,0.0,0.0
CHN,1964.0,buildings,0.0,0.0
CHN,1964.0,industry,0.0,0.0
CHN,1964.0,afolu,0.0,0.0
CHN,1966.0,electricity_and_heat_production,0.0,0.0
CHN,1966.0,general,0.0,0.0
CHN,1966.0,transport,0.0,0.0
CHN,1966.0,buildings,0.0,0.0
CHN,1966.0,industry,0.0,0.0
CHN,1966.0,afolu,0.0,0.0
CHN,1970.0,electricity_and_heat_production,0.0,0.0
CHN,1970.0,general,0.0,0.0
CHN,1970.0,transport,0.0,0.0
CHN,1970.0,buildings,0.0,0.0
CHN,1970.0,industry,0.0,0.0
CHN,1970.0,afolu,0.0,0.0
CHN,1971.0,electricity_and_heat_production,0.0,0.0
CHN,1971.0,general,0.0,0.0
CHN,1971.0,transport,0.0,0.0
CHN,1971.0,buildings,0.0,0.0
CHN,1971.0,industry,0.0,0.0
CHN,1971.0,afolu,0.0,0.0
CHN,1974.0,electricity_and_heat_production,0.0,0.0
CHN,1974.0,general,0.0,0.0
CHN,1974.0,transport,0.0,0.0
CHN,1974.0,buildings,0.0,0.0
CHN,1974.0,industry,0.0,0.0
CHN,1974.0,afolu,0.0,0.0
CHN,1975.0,electricity_and_heat_production,0.0,0.0
CHN,1975.0,general,0.0,0.0
CHN,1975.0,transport,0.0,0.0
CHN,1975.0,buildings,0.0,0.0
CHN,1975.0,industry,0.0,0.0
CHN,1975.0,afolu,0.0,0.0
CHN,1976.0,electricity_and_heat_production,0.0,0.0
CHN,1976.0,general,0.0,0.0
CHN,1976.0,transport,0.0,0.0
CHN,1976.0,buildings,0.0,0.0
CHN,1976.0,industry,0.0,0.0
CHN,1976.0,afolu,0.0,0.0
CHN,1977.0,electricity_and_heat_production,0.0,0.0
CHN,1977.0,general,0.0,0.0
CHN,1977.0,transport,0.0,0.0
CHN,1977.0,buildings,0.0,0.0
CHN,1977.0,industry,0.0,0.0
CHN,1977.0,afolu,0.0,0.0
CHN,1978.0,electricity_and_heat_production,0.0,0.0
CHN,1978.0,general,0.0,0.0
CHN,1978.0,transport,0.0,0.0
CHN,1978.0,buildings,0.0,0.0
CHN,1978.0,industry,0.0,0.0
CHN,1978.0,afolu,0.0,0.0
CHN,1979.0,electricity_and_heat_production,0.0,0.0
CHN,1979.0,general,0.0,0.0
CHN,1979.0,transport,0.0,0.0
CHN,1979.0,buildings,0.0,0.0
CHN,1979.0,industry,0.0,0.0
CHN,1979.0,afolu,0.0,0.0
CHN,1980.0,electricity_and_heat_production,0.0,0.0
CHN,1980.0,general,0.0,0.0
CHN,1980.0,transport,0.0,0.0
CHN,1980.0,buildings,0.0,0.0
CHN,1980.0,industry,0.0,0.0
CHN,1980.0,afolu,0.0,0.0
CHN,1981.0,electricity_and_heat_production,0.0,0.0
CHN,1981.0,general,0.0,0.0
CHN,1981.0,transport,0.0,0.0
CHN,1981.0,buildings,0.0,0.0
CHN,1981.0,industry,0.0,0.0
CHN,1981.0,afolu,0.0,0.0
CHN,1982.0,electricity_and_heat_production,0.0,0.0
CHN,1982.0,general,0.0,0.0
CHN,1982.0,transport,0.0,0.0
CHN,1982.0,buildings,0.0,0.0
CHN,1982.0,industry,0.0,0.0
CHN,1982.0,afolu,0.0,0.0
CHN,1983.0,electricity_and_heat_production,0.0,0.0
CHN,1983.0,general,0.0,0.0
CHN,1983.0,transport,0.0,0.0
CHN,1983.0,buildings,0.0,0.0
CHN,1983.0,industry,0.0,0.0
CHN,1983.0,afolu,0.0,0.0
CHN,1984.0,electricity_and_heat_production,0.0,0.0
CHN,1984.0,general,0.0,0.0
CHN,1984.0,transport,0.0,0.0
CHN,1984.0,buildings,0.0,0.0
CHN,1984.0,industry,0.0,0.0
CHN,1984.0,afolu,0.0,1.0
CHN,1985.0,electricity_and_heat_production,0.0,0.0
CHN,1985.0,general,0.0,0.0
CHN,1985.0,transport,0.0,0.0
CHN,1985.0,buildings,0.0,0.0
CHN,1985.0,industry,0.0,0.0
CHN,1985.0,afolu,0.0,1.0
CHN,1986.0,electricity_and_heat_production,0.0,0.0
CHN,1986.0,general,0.0,0.0
CHN,1986.0,transport,0.0,0.0
CHN,1986.0,buildings,0.0,0.0
CHN,1986.0,industry,0.0,0.0
CHN,1986.0,afolu,0.0,1.0
CHN,1987.0,electricity_and_heat_production,0.0,0.0
CHN,1987.0,general,0.0,0.0
CHN,1987.0,transport,0.0,2.0
CHN,1987.0,buildings,0.0,0.0
CHN,1987.0,industry,0.0,2.0
CHN,1987.0,afolu,0.0,1.0
CHN,1988.0,electricity_and_heat_production,0.0,0.0
CHN,1988.0,general,0.0,0.0
CHN,1988.0,transport,0.0,2.0
CHN,1988.0,buildings,0.0,0.0
CHN,1988.0,industry,0.0,2.0
CHN,1988.0,afolu,0.0,1.0
CHN,1989.0,electricity_and_heat_production,0.0,0.0
CHN,1989.0,general,0.0,1.0
CHN,1989.0,transport,0.0,3.0
CHN,1989.0,buildings,0.0,2.0
CHN,1989.0,industry,0.0,3.0
CHN,1989.0,afolu,0.0,2.0
CHN,1990.0,electricity_and_heat_production,0.0,0.0
CHN,1990.0,general,0.0,1.0
CHN,1990.0,transport,0.0,3.0
CHN,1990.0,buildings,0.0,2.0
CHN,1990.0,industry,0.0,3.0
CHN,1990.0,afolu,0.0,2.0
CHN,1991.0,electricity_and_heat_production,0.0,0.0
CHN,1991.0,general,0.0,1.0
CHN,1991.0,transport,0.0,3.0
CHN,1991.0,buildings,0.0,2.0
CHN,1991.0,industry,0.0,3.0
CHN,1991.0,afolu,0.0,2.0
CHN,1992.0,electricity_and_heat_production,0.0,0.0
CHN,1992.0,general,0.0,1.0
CHN,1992.0,transport,0.0,3.0
CHN,1992.0,buildings,0.0,2.0
CHN,1992.0,industry,0.0,3.0
CHN,1992.0,afolu,0.0,2.0
CHN,1993.0,electricity_and_heat_production,0.0,0.0
CHN,1993.0,general,0.0,1.0
CHN,1993.0,transport,0.0,3.0
CHN,1993.0,buildings,0.0,2.0
CHN,1993.0,industry,0.0,3.0
CHN,1993.0,afolu,0.0,2.0
CHN,1994.0,electricity_and_heat_production,0.0,0.0
CHN,1994.0,general,0.0,1.0
CHN,1994.0,transport,0.0,4.0
CHN,1994.0,buildings,0.0,2.0
CHN,1994.0,industry,0.0,3.0
CHN,1994.0,afolu,0.0,2.0
CHN,1995.0,electricity_and_heat_production,0.0,0.0
CHN,1995.0,general,0.0,1.0
CHN,1995.0,transport,0.0,4.0
CHN,1995.0,buildings,0.0,2.0
CHN,1995.0,industry,0.0,3.0
CHN,1995.0,afolu,0.0,2.0
CHN,1996.0,electricity_and_heat_production,0.0,1.0
CHN,1996.0,general,0.0,1.0
CHN,1996.0,transport,0.0,4.0
CHN,1996.0,buildings,0.0,2.0
CHN,1996.0,industry,0.0,3.0
CHN,1996.0,afolu,0.0,2.0
CHN,1997.0,electricity_and_heat_production,0.0,3.0
CHN,1997.0,general,0.0,1.0
CHN,1997.0,transport,0.0,4.0
CHN,1997.0,buildings,0.0,2.0
CHN,1997.0,industry,0.0,4.0
CHN,1997.0,afolu,0.0,2.0
CHN,1998.0,electricity_and_heat_production,0.0,3.0
CHN,1998.0,general,0.0,1.0
CHN,1998.0,transport,0.0,4.0
CHN,1998.0,buildings,0.0,2.0
CHN,1998.0,industry,0.0,4.0
CHN,1998.0,afolu,0.0,2.0
CHN,1999.0,electricity_and_heat_production,0.0,3.0
CHN,1999.0,general,0.0,1.0
CHN,1999.0,transport,0.0,4.0
CHN,1999.0,buildings,0.0,2.0
CHN,1999.0,industry,0.0,4.0
CHN,1999.0,afolu,0.0,2.0
CHN,2000.0,electricity_and_heat_production,0.0,3.0
CHN,2000.0,general,0.0,1.0
CHN,2000.0,transport,0.0,4.0
CHN,2000.0,buildings,0.0,2.0
CHN,2000.0,industry,0.0,4.0
CHN,2000.0,afolu,0.0,2.0
CHN,2001.0,electricity_and_heat_production,0.0,4.0
CHN,2001.0,general,0.0,2.0
CHN,2001.0,transport,0.0,4.0
CHN,2001.0,buildings,0.0,2.0
CHN,2001.0,industry,0.0,4.0
CHN,2001.0,afolu,0.0,4.0
CHN,2002.0,electricity_and_heat_production,0.0,4.0
CHN,2002.0,general,0.0,2.0
CHN,2002.0,transport,0.0,4.0
CHN,2002.0,buildings,0.0,2.0
CHN,2002.0,industry,0.0,4.0
CHN,2002.0,afolu,0.0,4.0
CHN,2003.0,electricity_and_heat_production,0.0,4.0
CHN,2003.0,general,0.0,2.0
CHN,2003.0,transport,0.0,4.0
CHN,2003.0,buildings,0.0,2.0
CHN,2003.0,industry,0.0,4.0
CHN,2003.0,afolu,0.0,4.0
CHN,2004.0,electricity_and_heat_production,0.0,4.0
CHN,2004.0,general,0.0,3.0
CHN,2004.0,transport,0.0,5.0
CHN,2004.0,buildings,0.0,5.0
CHN,2004.0,industry,0.0,6.0
CHN,2004.0,afolu,0.0,4.0
CHN,2005.0,electricity_and_heat_production,0.0,4.0
CHN,2005.0,general,0.0,3.0
CHN,2005.0,transport,0.0,5.0
CHN,2005.0,buildings,0.0,5.0
CHN,2005.0,industry,0.0,6.0
CHN,2005.0,afolu,0.0,4.0
CHN,2006.0,electricity_and_heat_production,0.0,5.0
CHN,2006.0,general,0.0,3.0
CHN,2006.0,transport,0.0,6.0
CHN,2006.0,buildings,0.0,6.0
CHN,2006.0,industry,0.0,7.0
CHN,2006.0,afolu,0.0,4.0
CHN,2007.0,electricity_and_heat_production,0.0,5.0
CHN,2007.0,general,0.0,3.0
CHN,2007.0,transport,0.0,6.0
CHN,2007.0,buildings,0.0,6.0
CHN,2007.0,industry,0.0,7.0
CHN,2007.0,afolu,0.0,4.0
CHN,2008.0,electricity_and_heat_production,0.0,5.0
CHN,2008.0,general,0.0,3.0
CHN,2008.0,transport,0.0,6.0
CHN,2008.0,buildings,0.0,7.0
CHN,2008.0,industry,0.0,7.0
CHN,2008.0,afolu,0.0,4.0
CHN,2009.0,electricity_and_heat_production,0.0,5.0
CHN,2009.0,general,0.0,3.0
CHN,2009.0,transport,0.0,6.0
CHN,2009.0,buildings,0.0,7.0
CHN,2009.0,industry,0.0,7.0
CHN,2009.0,afolu,0.0,4.0
CHN,2010.0,electricity_and_heat_production,0.0,6.0
CHN,2010.0,general,0.0,3.0
CHN,2010.0,transport,0.0,6.0
CHN,2010.0,buildings,0.0,7.0
CHN,2010.0,industry,0.0,7.0
CHN,2010.0,afolu,0.0,5.0
CHN,2011.0,electricity_and_heat_production,0.0,6.0
CHN,2011.0,general,0.0,3.0
CHN,2011.0,transport,0.0,6.0
CHN,2011.0,buildings,0.0,7.0
CHN,2011.0,industry,0.0,7.0
CHN,2011.0,afolu,0.0,5.0
CHN,2012.0,electricity_and_heat_production,0.0,6.0
CHN,2012.0,general,0.0,3.0
CHN,2012.0,transport,0.0,6.0
CHN,2012.0,buildings,0.0,7.0
CHN,2012.0,industry,0.0,7.0
CHN,2012.0,afolu,0.0,5.0
CHN,2013.0,electricity_and_heat_production,0.0,6.0
CHN,2013.0,general,0.0,3.0
CHN,2013.0,transport,0.0,6.0
CHN,2013.0,buildings,0.0,7.0
CHN,2013.0,industry,0.0,7.0
CHN,2013.0,afolu,0.0,5.0
CHN,2014.0,electricity_and_heat_production,0.0,6.0
CHN,2014.0,general,0.0,4.0
CHN,2014.0,transport,0.0,6.0
CHN,2014.0,buildings,0.0,7.0
CHN,2014.0,industry,0.0,7.0
CHN,2014.0,afolu,0.0,5.0
CHN,2015.0,electricity_and_heat_production,0.0,6.0
CHN,2015.0,general,0.0,4.0
CHN,2015.0,transport,0.0,6.0
CHN,2015.0,buildings,0.0,7.0
CHN,2015.0,industry,0.0,7.0
CHN,2015.0,afolu,0.0,5.0
CHN,2016.0,electricity_and_heat_production,0.0,6.0
CHN,2016.0,general,0.0,4.0
CHN,2016.0,transport,0.0,6.0
CHN,2016.0,buildings,0.0,7.0
CHN,2016.0,industry,0.0,7.0
CHN,2016.0,afolu,0.0,5.0
CHN,2017.0,electricity_and_heat_production,0.0,6.0
CHN,2017.0,general,0.0,4.0
CHN,2017.0,transport,0.0,6.0
CHN,2017.0,buildings,0.0,7.0
CHN,2017.0,industry,0.0,7.0
CHN,2017.0,afolu,0.0,5.0
CHN,2018.0,electricity_and_heat_production,0.0,6.0
CHN,2018.0,general,0.0,4.0
CHN,2018.0,transport,0.0,6.0
CHN,2018.0,buildings,0.0,7.0
CHN,2018.0,industry,0.0,7.0
CHN,2018.0,afolu,0.0,5.0
CHN,2019.0,electricity_and_heat_production,0.0,6.0
CHN,2019.0,general,0.0,4.0
CHN,2019.0,transport,0.0,6.0
CHN,2019.0,buildings,0.0,7.0
CHN,2019.0,industry,0.0,7.0
CHN,2019.0,afolu,0.0,5.0
CHN,2020.0,electricity_and_heat_production,0.0,6.0
CHN,2020.0,general,0.0,4.0
CHN,2020.0,transport,0.0,6.0
CHN,2020.0,buildings,0.0,7.0
CHN,2020.0,industry,0.0,7.0
CHN,2020.0,afolu,0.0,5.0
CHN,2021.0,electricity_and_heat_production,0.0,6.0
CHN,2021.0,general,0.0,4.0
CHN,2021.0,transport,0.0,6.0
CHN,2021.0,buildings,0.0,7.0
CHN,2021.0,industry,0.0,7.0
CHN,2021.0,afolu,0.0,5.0
COL,1927.0,electricity_and_heat_production,0.0,0.0
COL,1927.0,general,0.0,0.0
COL,1927.0,transport,0.0,0.0
COL,1927.0,buildings,0.0,0.0
COL,1927.0,industry,0.0,0.0
COL,1927.0,afolu,0.0,0.0
COL,1941.0,electricity_and_heat_production,0.0,0.0
COL,1941.0,general,0.0,0.0
COL,1941.0,transport,0.0,0.0
